gene	CHROM	gene_start	gene_end	gene_length	gene_ensembl
ENSG00000287710	17	42577824	42578366	542	ENSG00000287710
RETREG3	17	42579512	42610623	31111	ENSG00000141699
TUBG1	17	42609640	42615238	5598	ENSG00000131462
TUBG2	17	42659283	42667006	7723	ENSG00000037042
PLEKHH3	17	42667913	42676994	9081	ENSG00000068137
CCR10	17	42678888	42683917	5029	ENSG00000184451
ENSG00000267042	17	42679962	42682020	2058	ENSG00000267042
CNTNAP1	17	42682530	42699993	17463	ENSG00000108797
ENSG00000267765	17	42683186	42699466	16280	ENSG00000267765
EZH1	17	42700274	42745049	44775	ENSG00000108799
ENSG00000273650	17	42751288	42751717	429	ENSG00000273650
RAMP2-AS1	17	42753913	42761257	7344	ENSG00000197291
RAMP2	17	42758446	42763041	4595	ENSG00000131477
VPS25	17	42773448	42779599	6151	ENSG00000131475
WNK4	17	42780609	42797066	16457	ENSG00000126562
COA3	17	42795146	42798704	3558	ENSG00000183978
CNTD1	17	42798799	42811587	12788	ENSG00000176563
BECN1	17	42810133	42833350	23217	ENSG00000126581
PSME3	17	42824384	42843760	19376	ENSG00000131467
AOC2	17	42844579	42850707	6128	ENSG00000131480
AOC3	17	42851183	42858130	6947	ENSG00000131471
AOC4P	17	42865921	42874246	8325	ENSG00000291070
LINC00671	17	42874669	42898704	24035	ENSG00000213373
G6PC1	17	42900796	42914438	13642	ENSG00000131482
AARSD1	17	42950525	42964498	13973	ENSG00000266967
PTGES3L	17	42968087	42980433	12346	ENSG00000267060
RUNDC1	17	42980564	42995142	14578	ENSG00000198863
RPL27	17	42998272	43002959	4687	ENSG00000131469
IFI35	17	43006739	43014456	7717	ENSG00000068079
VAT1	17	43014606	43025123	10517	ENSG00000108828
RND2	17	43025230	43032041	6811	ENSG00000108830
BRCA1	17	43044294	43170245	125951	ENSG00000012048
NBR2	17	43125550	43153671	28121	ENSG00000198496
ENSG00000267002	17	43148367	43171037	22670	ENSG00000267002
NBR1	17	43170480	43211689	41209	ENSG00000188554
TMEM106A	17	43211834	43220041	8207	ENSG00000184988
CCDC200	17	43216940	43305397	88457	ENSG00000236383
LINC00910	17	43338740	43389226	50486	ENSG00000188825
ENSG00000288909	17	43388390	43389854	1464	ENSG00000288909
ARL4D	17	43398992	43401137	2145	ENSG00000175906
MIR2117HG	17	43444706	43451200	6494	ENSG00000267151
DHX8	17	43483864	43610338	126474	ENSG00000067596
ETV4	17	43527843	43579620	51777	ENSG00000175832
MEOX1	17	43640388	43661922	21534	ENSG00000005102
LINC02594	17	43679340	43706709	27369	ENSG00000267440
SOST	17	43753737	43758791	5054	ENSG00000167941
DUSP3	17	43766124	43778977	12853	ENSG00000108861
CFAP97D1	17	43780434	43787620	7186	ENSG00000231256
ENSG00000267604	17	43782803	43784682	1879	ENSG00000267604
MPP3	17	43800798	43833170	32372	ENSG00000161647
CD300LG	17	43847147	43863639	16492	ENSG00000161649
MPP2	17	43875356	43909711	34355	ENSG00000108852
ENSG00000282199	17	43914432	43923001	8569	ENSG00000282199
FAM215A	17	43917193	43917985	792	ENSG00000267496
ENSG00000267420	17	43927562	43932622	5060	ENSG00000267420
LINC01976	17	43938256	43938963	707	ENSG00000261514
PPY	17	43940803	43942476	1673	ENSG00000108849
PYY	17	43952732	44004469	51737	ENSG00000131096
NAGS	17	44004621	44009068	4447	ENSG00000161653
TMEM101	17	44011187	44023946	12759	ENSG00000091947
LSM12	17	44034327	44067619	33292	ENSG00000161654
G6PC3	17	44070619	44082151	11532	ENSG00000141349
HDAC5	17	44076745	44123702	46957	ENSG00000108840
ENSG00000267638	17	44115911	44120595	4684	ENSG00000267638
HROB	17	44141905	44162476	20571	ENSG00000125319
ASB16	17	44170446	44179084	8638	ENSG00000161664
ASB16-AS1	17	44175967	44186723	10756	ENSG00000267080
TMUB2	17	44186969	44191929	4960	ENSG00000168591
ATXN7L3	17	44191804	44200113	8309	ENSG00000087152
ATXN7L3-AS1	17	44198536	44216565	18029	ENSG00000267394
UBTF	17	44205032	44221626	16594	ENSG00000108312
ENSG00000260793	17	44221368	44223710	2342	ENSG00000260793
ENSG00000288877	17	44221629	44222157	528	ENSG00000288877
SLC4A1	17	44248389	44268141	19752	ENSG00000004939
ENSG00000285486	17	44276367	44281182	4815	ENSG00000285486
RUNDC3A-AS1	17	44299573	44315315	15742	ENSG00000267750
RUNDC3A	17	44308412	44318670	10258	ENSG00000108309
SLC25A39	17	44319624	44324870	5246	ENSG00000013306
ENSG00000288961	17	44325408	44327553	2145	ENSG00000288961
ENSG00000267211	17	44328612	44331462	2850	ENSG00000267211
GRN	17	44345245	44353106	7861	ENSG00000030582
FAM171A2	17	44353214	44363853	10639	ENSG00000161682
ITGA2B	17	44372179	44389649	17470	ENSG00000005961
GPATCH8	17	44395280	44503430	108150	ENSG00000186566
ENSG00000283045	17	44486152	44486815	663	ENSG00000283045
FZD2	17	44557483	44561262	3779	ENSG00000180340
LINC01180	17	44646363	44650349	3986	ENSG00000266979
MEIOC	17	44656403	44690308	33905	ENSG00000180336
CCDC43	17	44673068	44689779	16711	ENSG00000180329
ENSG00000267160	17	44673688	44676257	2569	ENSG00000267160
DBF4B	17	44708607	44752264	43657	ENSG00000161692
ADAM11	17	44758987	44781846	22859	ENSG00000073670
ENSG00000267505	17	44793198	44794474	1276	ENSG00000267505
ENSG00000267405	17	44794746	44797783	3037	ENSG00000267405
GJC1	17	44798447	44830816	32369	ENSG00000182963
HIGD1B	17	44846352	44850476	4124	ENSG00000131097
EFTUD2	17	44849947	44899445	49498	ENSG00000108883
CCDC103	17	44899141	44905390	6249	ENSG00000167131
GFAP	17	44903158	44916937	13779	ENSG00000131095
FAM187A	17	44903432	44905390	1958	ENSG00000214447
KIF18B	17	44924708	44947773	23065	ENSG00000186185
KIF18B-DT	17	44947911	44948939	1028	ENSG00000267334
NMT1	17	44957991	45109016	151025	ENSG00000136448
C1QL1	17	44959692	44968303	8611	ENSG00000131094
ENSG00000289024	17	44976343	44985879	9536	ENSG00000289024
ENSG00000267788	17	44982513	44982772	259	ENSG00000267788
DCAKD	17	45023337	45061131	37794	ENSG00000172992
PLCD3	17	45108958	45133354	24396	ENSG00000161714
ACBD4	17	45132599	45144181	11582	ENSG00000181513
ENSG00000276728	17	45146725	45148470	1745	ENSG00000276728
HEXIM1	17	45148474	45152099	3625	ENSG00000186834
HEXIM2-AS1	17	45150399	45161538	11139	ENSG00000224505
HEXIM2	17	45160699	45170040	9341	ENSG00000168517
ENSG00000267288	17	45168799	45171584	2785	ENSG00000267288
FMNL1-DT	17	45190930	45222274	31344	ENSG00000267121
FMNL1	17	45221443	45247319	25876	ENSG00000184922
FMNL1-AS1	17	45238027	45241734	3707	ENSG00000233175
MAP3K14-AS1	17	45247915	45269824	21909	ENSG00000267278
SPATA32	17	45254392	45262094	7702	ENSG00000184361
MAP3K14	17	45263118	45317029	53911	ENSG00000006062
ENSG00000267446	17	45371401	45372057	656	ENSG00000267446
ARHGAP27	17	45393901	45434421	40520	ENSG00000159314
ENSG00000267344	17	45396931	45397477	546	ENSG00000267344
PLEKHM1	17	45435899	45490758	54859	ENSG00000225190
ENSG00000236234	17	45452843	45464065	11222	ENSG00000236234
ENSG00000291175	17	45506740	45584705	77965	ENSG00000291175
ENSG00000131484	17	45533962	45534710	748	ENSG00000131484
ENSG00000267198	17	45545803	45563230	17427	ENSG00000267198
ENSG00000285668	17	45586451	45588379	1928	ENSG00000285668
ENSG00000265547	17	45731702	45732977	1275	ENSG00000265547
ENSG00000265964	17	45733352	45734669	1317	ENSG00000265964
CRHR1	17	45784276	45835828	51552	ENSG00000120088
MAPT-AS1	17	45799389	45895680	96291	ENSG00000264589
SPPL2C	17	45844880	45847067	2187	ENSG00000185294
MAPT	17	45894526	46028334	133808	ENSG00000186868
MAPT-IT1	17	45895782	45898798	3016	ENSG00000279685
ENSG00000262881	17	45907669	45910779	3110	ENSG00000262881
STH	17	45999249	45999694	445	ENSG00000256762
KANSL1	17	46029915	46225389	195474	ENSG00000120071
ENSG00000262372	17	46035312	46035770	458	ENSG00000262372
KANSL1-AS1	17	46193565	46197842	4277	ENSG00000214401
ENSG00000291018	17	46267029	46267776	747	ENSG00000291018
ARL17B	17	46274783	46361766	86983	ENSG00000228696
LRRC37A	17	46292732	46338077	45345	ENSG00000176681
ARL17A	17	46499779	46579695	79916	ENSG00000185829
LRRC37A2	17	46511507	46556910	45403	ENSG00000238083
FAM215B	17	46558829	46562795	3966	ENSG00000232300
NSF	17	46590668	46757679	167011	ENSG00000073969
WNT3	17	46762505	46833154	70649	ENSG00000108379
WNT9B	17	46833200	46886730	53530	ENSG00000158955
LINC01974	17	46909741	46911512	1771	ENSG00000262031
GOSR2-DT	17	46916769	46923034	6265	ENSG00000261886
GOSR2	17	46923074	46975524	52450	ENSG00000108433
RPRML	17	46978155	46979253	1098	ENSG00000179673
ENSG00000291209	17	46978480	47049145	70665	ENSG00000291209
ENSG00000262879	17	46983286	47100323	117037	ENSG00000262879
CDC27	17	47117702	47189422	71720	ENSG00000004897
ENSG00000262265	17	47160397	47167723	7326	ENSG00000262265
ENSG00000261872	17	47169825	47171049	1224	ENSG00000261872
MYL4	17	47200445	47223679	23234	ENSG00000198336
ITGB3	17	47253826	47313743	59917	ENSG00000259207
ENSG00000276790	17	47279525	47280047	522	ENSG00000276790
EFCAB13-DT	17	47303459	47323901	20442	ENSG00000263293
EFCAB13	17	47323289	47441312	118023	ENSG00000178852
ENSG00000253347	17	47409321	47423526	14205	ENSG00000253347
MRPL45P2	17	47450567	47492493	41926	ENSG00000291120
NPEPPS	17	47522941	47624665	101724	ENSG00000141279
KPNB1-DT	17	47603859	47649449	45590	ENSG00000263766
KPNB1	17	47649475	47685505	36030	ENSG00000108424
ENSG00000264558	17	47682416	47682683	267	ENSG00000264558
TBKBP1	17	47694160	47712052	17892	ENSG00000198933
TBX21	17	47733235	47746122	12887	ENSG00000073861
OSBPL7	17	47807371	47821803	14432	ENSG00000006025
MRPL10	17	47823271	47831541	8270	ENSG00000159111
LRRC46	17	47831633	47837719	6086	ENSG00000141294
SCRN2	17	47837691	47841289	3598	ENSG00000141295
SP6	17	47844907	47855874	10967	ENSG00000189120
ENSG00000264243	17	47863341	47865190	1849	ENSG00000264243
ENSG00000266821	17	47879471	47882398	2927	ENSG00000266821
SP2-DT	17	47891218	47895844	4626	ENSG00000264920
SP2	17	47896149	47928957	32808	ENSG00000167182
SP2-AS1	17	47897329	47941410	44081	ENSG00000234494
ENSG00000266601	17	47929681	47933106	3425	ENSG00000266601
PNPO	17	47941505	47949308	7803	ENSG00000108439
ENSG00000264019	17	47946801	47948275	1474	ENSG00000264019
PRR15L	17	47951966	47957883	5917	ENSG00000167183
CDK5RAP3	17	47967809	47981781	13972	ENSG00000108465
ENSG00000264701	17	47980397	47996196	15799	ENSG00000264701
ENSG00000289599	17	48011326	48012247	921	ENSG00000289599
COPZ2	17	48026166	48038030	11864	ENSG00000005243
NFE2L1-DT	17	48045140	48048107	2967	ENSG00000263412
NFE2L1	17	48048328	48061545	13217	ENSG00000082641
ENSG00000266341	17	48060382	48060669	287	ENSG00000266341
ENSG00000278765	17	48066703	48067293	590	ENSG00000278765
CBX1	17	48070051	48101478	31427	ENSG00000108468
SNX11	17	48103356	48123601	20245	ENSG00000002919
SKAP1	17	48133441	48430275	296834	ENSG00000141293
SKAP1-AS1	17	48185937	48204529	18592	ENSG00000263787
SKAP1-AS2	17	48294334	48308762	14428	ENSG00000235300
ENSG00000266222	17	48377261	48380370	3109	ENSG00000266222
ENSG00000264451	17	48460369	48466040	5671	ENSG00000264451
HOXB1	17	48528525	48531011	2486	ENSG00000120094
HOXB2	17	48540893	48545109	4216	ENSG00000173917
HOXB-AS1	17	48543550	48551250	7700	ENSG00000230148
HOXB3	17	48548869	48604912	56043	ENSG00000120093
HOXB-AS3	17	48549629	48606414	56785	ENSG00000233101
HOXB-AS2	17	48557261	48560333	3072	ENSG00000239552
HOXB4	17	48575506	48578350	2844	ENSG00000182742
ENSG00000257178	17	48579629	48582259	2630	ENSG00000257178
HOXB5	17	48591256	48593779	2523	ENSG00000120075
HOXB6	17	48595750	48604992	9242	ENSG00000108511
HOXB7	17	48607231	48633572	26341	ENSG00000260027
HOXB8	17	48611376	48615292	3916	ENSG00000120068
HOXB9	17	48621155	48626358	5203	ENSG00000170689
HOXB-AS4	17	48628674	48634932	6258	ENSG00000242207
LINC03057	17	48635922	48647023	11101	ENSG00000272763
LINC02086	17	48646922	48707346	60424	ENSG00000244649
PRAC1	17	48721718	48722518	800	ENSG00000159182
PRAC2	17	48723184	48724758	1574	ENSG00000229637
HOXB13	17	48724762	48728750	3988	ENSG00000159184
ENSG00000242407	17	48733090	48733888	798	ENSG00000242407
TTLL6	17	48762233	48817229	54996	ENSG00000170703
CALCOCO2	17	48831017	48866522	35505	ENSG00000136436
ATP5MC1	17	48892764	48895871	3107	ENSG00000159199
UBE2Z	17	48908406	48929056	20650	ENSG00000159202
SNF8	17	48929315	48944842	15527	ENSG00000159210
ENSG00000230532	17	48931790	48937100	5310	ENSG00000230532
ENSG00000289021	17	48944889	48945763	874	ENSG00000289021
GIP	17	48958553	48968596	10043	ENSG00000159224
ENSG00000250838	17	48995265	48997492	2227	ENSG00000250838
IGF2BP1	17	48997384	49056145	58761	ENSG00000159217
ENSG00000251461	17	49004730	49013725	8995	ENSG00000251461
B4GALNT2	17	49132459	49176840	44381	ENSG00000167080
GNGT2	17	49202790	49210574	7784	ENSG00000167083
ABI3	17	49210410	49223225	12815	ENSG00000108798
PHOSPHO1	17	49223365	49230787	7422	ENSG00000173868
FLJ40194	17	49230852	49318011	87159	ENSG00000177369
ZNF652	17	49289205	49362473	73268	ENSG00000198740
ZNF652-AS1	17	49361149	49369998	8849	ENSG00000248714
ENSG00000262039	17	49370739	49476988	106249	ENSG00000262039
ENSG00000250948	17	49375379	49380094	4715	ENSG00000250948
PHB1	17	49404048	49414905	10857	ENSG00000167085
ENSG00000250186	17	49404080	49405197	1117	ENSG00000250186
LINC02075	17	49457860	49461749	3889	ENSG00000249497
NGFR	17	49495292	49515008	19716	ENSG00000064300
NGFR-AS1	17	49505656	49574064	68408	ENSG00000249906
ENSG00000250310	17	49544787	49577962	33175	ENSG00000250310
NXPH3	17	49575870	49583827	7957	ENSG00000182575
SPOP	17	49598883	49678163	79280	ENSG00000121067
SLC35B1	17	49700933	49709014	8081	ENSG00000121073
ENSG00000250751	17	49708333	49720060	11727	ENSG00000250751
FAM117A	17	49710331	49789180	78849	ENSG00000121104
KAT7	17	49788623	49835026	46403	ENSG00000136504
ENSG00000262837	17	49834238	49836454	2216	ENSG00000262837
TAC4	17	49838299	49848069	9770	ENSG00000176358
ENSG00000204584	17	49845909	49848837	2928	ENSG00000204584
ENSG00000248954	17	49887597	49900893	13296	ENSG00000248954
ENSG00000254039	17	49914402	49932918	18516	ENSG00000254039
DLX4	17	49968587	49974959	6372	ENSG00000108813
DLX3	17	49990004	49995224	5220	ENSG00000064195
ENSG00000248172	17	49996888	50016844	19956	ENSG00000248172
PICART1	17	50050348	50055746	5398	ENSG00000246640
ITGA3	17	50055967	50090481	34514	ENSG00000005884
ENSG00000276851	17	50094064	50094647	583	ENSG00000276851
PDK2	17	50094736	50112152	17416	ENSG00000005882
ENSG00000275025	17	50098459	50098899	440	ENSG00000275025
ENSG00000250282	17	50100703	50101920	1217	ENSG00000250282
SAMD14	17	50110039	50130160	20121	ENSG00000167100
PPP1R9B	17	50133736	50150677	16941	ENSG00000108819
ENSG00000236472	17	50135585	50146176	10591	ENSG00000236472
ENSG00000253730	17	50158332	50161276	2944	ENSG00000253730
ENSG00000261959	17	50163522	50165316	1794	ENSG00000261959
SGCA	17	50164213	50175928	11715	ENSG00000108823
COL1A1	17	50184100	50201632	17532	ENSG00000108821
ENSG00000249406	17	50199875	50215922	16047	ENSG00000249406
ENSG00000263176	17	50212932	50215357	2425	ENSG00000263176
TMEM92	17	50271405	50281485	10080	ENSG00000167105
TMEM92-AS1	17	50281576	50287855	6279	ENSG00000251179
XYLT2	17	50346125	50363138	17013	ENSG00000015532
MRPL27	17	50367856	50373207	5351	ENSG00000108826
EME1	17	50373219	50381483	8264	ENSG00000154920
LRRC59	17	50375058	50397523	22465	ENSG00000108829
ENSG00000253102	17	50396437	50397888	1451	ENSG00000253102
ACSF2	17	50426157	50474845	48688	ENSG00000167107
CHAD	17	50464495	50468906	4411	ENSG00000136457
ENSG00000275897	17	50475818	50478391	2573	ENSG00000275897
RSAD1	17	50478859	50485974	7115	ENSG00000136444
ENSG00000249451	17	50503411	50508328	4917	ENSG00000249451
MYCBPAP	17	50508424	50531501	23077	ENSG00000136449
ENSG00000250286	17	50525519	50538761	13242	ENSG00000250286
EPN3	17	50532681	50543750	11069	ENSG00000049283
SPATA20	17	50543057	50555852	12795	ENSG00000006282
CACNA1G-AS1	17	50556206	50562108	5902	ENSG00000250107
CACNA1G	17	50560714	50627474	66760	ENSG00000006283
ENSG00000250976	17	50563202	50563783	581	ENSG00000250976
ENSG00000251239	17	50627031	50631940	4909	ENSG00000251239
ABCC3	17	50634776	50692253	57477	ENSG00000108846
ANKRD40	17	50693197	50707914	14717	ENSG00000154945
ENSG00000262967	17	50693447	50695449	2002	ENSG00000262967
LUC7L3	17	50719564	50756219	36655	ENSG00000108848
ANKRD40CL	17	50761028	50767557	6529	ENSG00000167117
ENSG00000285829	17	50781305	50792493	11188	ENSG00000285829
ENSG00000290053	17	50793280	50795231	1951	ENSG00000290053
WFIKKN2	17	50834649	50842353	7704	ENSG00000173714
ENSG00000261976	17	50840056	50841626	1570	ENSG00000261976
TOB1	17	50862222	50867978	5756	ENSG00000141232
TOB1-AS1	17	50866678	50910774	44096	ENSG00000229980
ENSG00000262006	17	50909636	50910232	596	ENSG00000262006
ENSG00000247011	17	50934988	50944713	9725	ENSG00000247011
ENSG00000251665	17	50944103	50948750	4647	ENSG00000251665
SPAG9	17	50962173	51120868	158695	ENSG00000008294
ENSG00000249870	17	51042523	51085471	42948	ENSG00000249870
NME1	17	51153558	51162428	8870	ENSG00000239672
NME2	17	51165434	51171744	6310	ENSG00000243678
MBTD1	17	51177424	51260163	82739	ENSG00000011258
ENSG00000264895	17	51249578	51251748	2170	ENSG00000264895
UTP18	17	51260545	51297936	37391	ENSG00000011260
LINC02071	17	51312608	51335165	22557	ENSG00000249383
ENSG00000249982	17	51332678	51334090	1412	ENSG00000249982
ENSG00000249658	17	51335260	51336240	980	ENSG00000249658
LINC02073	17	51336645	51521401	184756	ENSG00000267452
CA10	17	51630312	52160017	529705	ENSG00000154975
LINC01982	17	52390514	52535701	145187	ENSG00000263317
LINC02089	17	52862120	52899588	37468	ENSG00000226364
LINC02876	17	52985512	52987652	2140	ENSG00000227011
ENSG00000285939	17	53276759	54365634	1088875	ENSG00000285939
KIF2B	17	53822926	53825193	2267	ENSG00000141200
ENSG00000288036	17	54609248	54670420	61172	ENSG00000288036
TOM1L1	17	54899386	54961956	62570	ENSG00000141198
COX11	17	54951901	54968703	16802	ENSG00000166260
ENSG00000275710	17	54964473	54964679	206	ENSG00000275710
STXBP4	17	54968726	55173632	204906	ENSG00000166263
HLF	17	55264959	55325187	60228	ENSG00000108924
ENSG00000263096	17	55271503	55273653	2150	ENSG00000263096
ENSG00000262079	17	55325756	55327791	2035	ENSG00000262079
MMD	17	55392621	55421924	29303	ENSG00000108960
SMIM36	17	55449855	55511452	61597	ENSG00000261873
ENSG00000289016	17	55612947	55642230	29283	ENSG00000289016
TMEM100	17	55719626	55732121	12495	ENSG00000166292
PCTP	17	55751050	55842830	91780	ENSG00000141179
ENSG00000262052	17	55842676	55872939	30263	ENSG00000262052
ANKFN1	17	55882300	56517016	634716	ENSG00000153930
NOG	17	56593698	56595611	1913	ENSG00000183691
C17orf67	17	56791912	56838773	46861	ENSG00000214226
ENSG00000283209	17	56803840	56804269	429	ENSG00000283209
DGKE	17	56834106	56869567	35461	ENSG00000153933
TRIM25	17	56836386	56914080	77694	ENSG00000121060
ENSG00000262112	17	56888879	56891841	2962	ENSG00000262112
ENSG00000274213	17	56914167	56914533	366	ENSG00000274213
COIL	17	56938198	56961050	22852	ENSG00000121058
ENSG00000262298	17	56939931	56941275	1344	ENSG00000262298
SCPEP1	17	56978128	57006768	28640	ENSG00000121064
ENSG00000263120	17	56982748	56985104	2356	ENSG00000263120
AKAP1-DT	17	57071813	57085041	13228	ENSG00000263004
AKAP1	17	57085091	57121346	36255	ENSG00000121057
ENSG00000263089	17	57092144	57096425	4281	ENSG00000263089
ENSG00000285785	17	57196080	57213300	17220	ENSG00000285785
ENSG00000286732	17	57253235	57255855	2620	ENSG00000286732
MSI2	17	57255850	57684689	428839	ENSG00000153944
ENSG00000266100	17	57522247	57523597	1350	ENSG00000266100
ENSG00000263499	17	57600855	57608412	7557	ENSG00000263499
CCDC182	17	57744494	57745299	805	ENSG00000166329
ENSG00000265542	17	57771945	57834749	62804	ENSG00000265542
MRPS23	17	57834780	57850056	15276	ENSG00000181610
CUEDC1	17	57861242	57955412	94170	ENSG00000180891
ENSG00000264914	17	57912332	57922581	10249	ENSG00000264914
ENSG00000278642	17	57955964	57956143	179	ENSG00000278642
VEZF1	17	57971546	57988259	16713	ENSG00000136451
ENSG00000264112	17	57989038	57994850	5812	ENSG00000264112
SRSF1	17	58000918	58007346	6428	ENSG00000136450
ENSG00000285930	17	58050788	58060739	9951	ENSG00000285930
DYNLL2-DT	17	58076890	58083204	6314	ENSG00000266290
DYNLL2	17	58083418	58095542	12124	ENSG00000264364
OR4D1	17	58148383	58159585	11202	ENSG00000141194
OR4D2	17	58166981	58171411	4430	ENSG00000255713
EPX	17	58192725	58205174	12449	ENSG00000121053
ENSG00000278627	17	58202351	58203003	652	ENSG00000278627
MKS1	17	58205440	58219605	14165	ENSG00000011143
LPO	17	58218547	58268518	49971	ENSG00000167419
ENSG00000287337	17	58219374	58233479	14105	ENSG00000287337
ENSG00000286788	17	58241163	58247385	6222	ENSG00000286788
